"key","AIContextualSummary","AffiliateLink","AnnualFee","CardTier","FullName","Issuer","Perks","RewardsRate","SpecialOffers","UpdatedAt"
"","カード名: MEBUKI CARD 法人ゴールドカード
                    年会費: 22,000円
                    ポイント還元率: 0.4%～0.8%
                    特徴: 経理事務の合理化を促進、ゴールドならではのサービスが利用可能、DCハッピープレゼントポイントが貯まる","","22,000円","Gold","MEBUKI CARD 法人ゴールドカード","","ゴールド特典が充実した、めぶきカード発行の法人カードです。","0.4%～0.8%","","2025-05-02T08:01:47.356800"
"","カード名: JCB GOLD EXTAGE（とちぎんカード）
                    年会費: 3,300円（初年度無料）
                    ポイント還元率: 0.5%～1.0%
                    特徴: 初年度年会費無料で持てるゴールドカード、空港ラウンジサービスなどのゴールド特典が付帯、入会後3か月が過ぎてもOkiDokiポイントが1.5倍貯まる","","3,300円（初年度無料）","Gold","JCB GOLD EXTAGE（とちぎんカード）","","初年度年会費無料でポイントが1.5倍貯まる、栃木銀行グループのゴールドカードです。","0.5%～1.0%","","2025-05-02T08:01:47.357358"
"","カード名: だいしＤＣゴールドカード
                    年会費: 11,000円
                    ポイント還元率: 0.4%～0.8%
                    特徴: 空港ラウンジが無料で利用可能、ハッピープレゼントポイントが貯まる、旅行傷害保険とショッピングセイバーが付帯","","11,000円","Gold","だいしＤＣゴールドカード","","ゴールド特典が充実した、第四ディーシーカード発行のカードです。","0.4%～0.8%","","2025-05-02T08:01:47.357899"
"","カード名: DC法人ゴールドカード（ちばぎんカード）
                    年会費: 22,000円
                    ポイント還元率: 0.4%～0.8%
                    特徴: マイルとの交換も可能なDCハッピープレゼントのポイントが貯まる、出張時に安心の旅行傷害保険が充実、国内出張に役立つサービスが充実","","22,000円","Gold","DC法人ゴールドカード（ちばぎんカード）","","1社あたりの年会費で複数カードを追加できる、ちばぎんの法人ゴールドカードです。","0.4%～0.8%","","2025-05-02T08:01:47.358426"
"","カード名: JCBゴールドカード（むさしのカード）
                    年会費: 11,000円
                    ポイント還元率: 0.5%～10.0%
                    特徴: 海外ではOki Dokiポイントが2倍貯まる、GOLD Basic Serviceの様々な優待特典が利用可能、最高1億円の海外旅行傷害保険が付帯","","11,000円","Gold","JCBゴールドカード（むさしのカード）","","JCBのGOLD Basic Serviceが利用できるむさしのカードです。","0.5%～10.0%","","2025-05-02T08:01:47.358961"
"","カード名: TEPCOカード（ゴールド）
                    年会費: 11,000円（初年度無料）
                    ポイント還元率: 0.8%～2.0%
                    特徴:","","11,000円（初年度無料）","Gold","TEPCOカード（ゴールド）","","2021年6月30日に新規のお申し込み受付を終了したカードです。","0.8%～2.0%","","2025-05-02T08:01:47.359437"
"","カード名: セントレアゴールドカード
                    年会費: 11,000円
                    ポイント還元率: 0.5%～8.0%
                    特徴:","","11,000円","Gold","セントレアゴールドカード","","新規のお申し込み受付を終了したカードです。","0.5%～8.0%","","2025-05-02T08:01:47.359915"
"","カード名: DC Honda Cカード（ゴールド）
                    年会費: 11,000円
                    ポイント還元率: 1.0%～2.0%
                    特徴:","","11,000円","Gold","DC Honda Cカード（ゴールド）","","2023年7月2日に新規のお申込み受付を終了したカードです。","1.0%～2.0%","","2025-05-02T08:01:51.736919"
"","カード名: りゅうぎんDCゴールドヴァン
                    年会費: 3,300円
                    ポイント還元率: 0.4%～0.8%
                    特徴: 年会費が抑えられた20代向けのゴールドカード、DCハッピープレゼントポイントがパートナー店でポイント2倍、ロードサービスが無料で付帯","","3,300円","Gold","りゅうぎんDCゴールドヴァン","","国内外旅行傷害保険が付帯した、20代向けのりゅうぎんゴールドカードです。","0.4%～0.8%","","2025-05-02T08:01:51.738029"
"","カード名: ヒルトン・オナーズVISAゴールドカード
                    年会費: 14,150円
                    ポイント還元率: 0.25%
                    特徴:","","14,150円","Gold","ヒルトン・オナーズVISAゴールドカード","","2020年6月30日に新規のお申し込み受付を終了したカードです。","0.25%","","2025-05-02T08:01:51.738603"
"","カード名: ザ・リッツ・カールトン大阪VISAカード（ゴールドカード）
                    年会費: 11,000円
                    ポイント還元率: 0.0%～5.0%
                    特徴: ザ・リッツ・カールトン大阪でのカード利用でFDPポイントが貯まる、ザ・リッツ・カールトン大阪での優待サービス、最高5,000万円の海外・国内旅行傷害保険とお買物安心保険","","11,000円","Gold","ザ・リッツ・カールトン大阪VISAカード（ゴールドカード）","","ホテル特典とゴールドカードのサービスが利用できるカードです。","0.0%～5.0%","","2025-05-02T08:01:51.739191"
"","カード名: 近畿日本ツーリストカード ゴールドカード
                    年会費: 11,000円
                    ポイント還元率: 0.5%～1.5%
                    特徴: Vポイントが貯まる、「KNTメンバーズクラブ」のポイントも貯まる、最高5,000万円補償の海外・国内旅行傷害保険が付帯","","11,000円","Gold","近畿日本ツーリストカード ゴールドカード","","近畿日本ツーリストの利用でVポイントが3倍貯まるゴールドカードです。","0.5%～1.5%","","2025-05-02T08:01:51.739798"
"","カード名: ダイヤモンド・エグゼクティブカード（ゴールドカード）
                    年会費: 11,000円
                    ポイント還元率: 0.5%～5.0%
                    特徴: 空港ラウンジの無料利用ができる、相田みつをの「おかげさん」がもらえる、雑誌の定期購読でVポイントが10倍","","11,000円","Gold","ダイヤモンド・エグゼクティブカード（ゴールドカード）","","雑誌の定期購読でポイント10倍、ダイヤモンド社と提携のゴールドカードです。","0.5%～5.0%","","2025-05-02T08:01:51.740439"
"","カード名: ワイズカードVISA（ゴールドカード）
                    年会費: 11,000円
                    ポイント還元率: 0.5%～0.68%
                    特徴: ゴールドカードの豊富な特典付き、ワイズカードポイントが貯まる、サイン不要でスピーディーな決済が可能","","11,000円","Gold","ワイズカードVISA（ゴールドカード）","","ゴールドカードの特典が付帯した、ワイズマートのポイントが貯まるカードです。","0.5%～0.68%","","2025-05-02T08:01:51.741006"
"","カード名: スポーツポイントカード ゴールド
                    年会費: 11,000円
                    ポイント還元率: 0.5%～3.0%
                    特徴: 2つのデザインから選べる、年間最大40,000円相当のボーナスポイントがもらえる、海外旅行時に役立つサービスが付帯","","11,000円","Gold","スポーツポイントカード ゴールド","","利用金額に応じて年4回スポーツポイントがもらえるゴールドカードです。","0.5%～3.0%","","2025-05-02T08:01:51.741557"
"","カード名: セディナカードゴールド
                    年会費: 2,095円
                    ポイント還元率: 0.5%～1.5%
                    特徴:","","2,095円","Gold","セディナカードゴールド","","2023年9月25日に新規申込みが終了したカードです。","0.5%～1.5%","","2025-05-02T08:01:51.742077"
"","カード名: フラレアGOLDカード
                    年会費: 6,600円
                    ポイント還元率: 0.5%～1.5%
                    特徴:","","6,600円","Gold","フラレアGOLDカード","","2023年10月31日に新規のお申し込み受付を終了したカードです。","0.5%～1.5%","","2025-05-02T08:01:51.742591"
"","カード名: Volkswagen Gold Card
                    年会費: 11,000円（初年度無料）
                    ポイント還元率: 0.5%～1.5%
                    特徴: カードの利用でわくわくポイントが貯まる、最高5,000万円の海外・国内旅行傷害保険が自動付帯、ゴールドカードの各種サービスが利用可能","","11,000円（初年度無料）","Gold","Volkswagen Gold Card","","Volkswagenでポイントが3倍貯まるゴールドカードです。","0.5%～1.5%","","2025-05-02T08:01:51.743120"
"","カード名: i Gold
                    年会費: 3,300円（初年度無料）
                    ポイント還元率: 0.5%
                    特徴: 最大2.2倍の暮らスマイルポイントが貯まる、年会費がお手頃なゴールドカード、タッチ決済が搭載","","3,300円（初年度無料）","Gold","i Gold","","電子マネー搭載。最大2.2倍のポイントが貯まるオリコのゴールドカードです。","0.5%","","2025-05-02T08:01:51.743707"
"","カード名: Gold UPty
                    年会費: 5,500円（初年度無料）
                    ポイント還元率: 0.5%
                    特徴: リボ払い専用なので支払いも自由自在に調整可能、空港ラウンジが無料で利用できます、ロードサービスを24時間365日サポート","","5,500円（初年度無料）","Gold","Gold UPty","","充実のサービスが付帯した、リボ払い専用のゴールドカードです。","0.5%","","2025-05-02T08:01:51.744267"
"","カード名: NIFTY Card（ゴールドカード）
                    年会費: 11,000円
                    ポイント還元率: 0.5%
                    特徴: 最高5,000万円の海外・国内旅行傷害保険が付帯、空港ラウンジサービスを受けられる、暮らスマイルのポイント（スマイル）が貯まる","","11,000円","Gold","NIFTY Card（ゴールドカード）","","海外・国内旅行傷害保険が付いたニフティのゴールドカードです。","0.5%","","2025-05-02T08:01:51.744833"
"","カード名: しんくみピーターパンカード Gold for Biz
                    年会費: 2,200円（初年度無料）
                    ポイント還元率: 0.5%
                    特徴: カードを使うことで世界の子供たちへの支援になる、ビジネスカード特典の利用で経費削減ができる、暮らスマイルとオリコポイントの2種類が貯まる","","2,200円（初年度無料）","Gold","しんくみピーターパンカード Gold for Biz","","障害や難病の子供たちへチャリティー活動ができるゴールドカードです。","0.5%","","2025-05-02T08:01:51.745405"
"","カード名: techcareer EX GOLD for Biz Card S
                    年会費: 2,200円（初年度無料）
                    ポイント還元率: 0.6%
                    特徴: 初年度の年会費が無料、事業のサポートを受けられる、最高2,000万円補償の旅行傷害保険が付帯","","2,200円（初年度無料）","Gold","techcareer EX GOLD for Biz Card S","","ITフリーランスコンソーシアム会員の個人事業主向けゴールドカードです。","0.6%","","2025-05-02T08:01:51.745948"
"","カード名: JCBゴールド/プラスANAマイレージクラブ
                    年会費: 11,330円（初年度330円）
                    ポイント還元率: -
                    特徴:","","11,330円（初年度330円）","Gold","JCBゴールド/プラスANAマイレージクラブ","","新規のお申し込み受付を終了したカードです。","-","","2025-05-02T08:01:51.746476"
"","カード名: コスモコーポレート JCBカード ゴールド法人カード
                    年会費: 11,000円
                    ポイント還元率: 0.45%～0.99%
                    特徴: ポイントが上手に貯まる。「Oki Dokiトクトクサービス」、空港サービス、ホテル予約も簡単。ポイントも貯まる、経費の削減と業務の効率化をサポートする「タスカリマックス」＆「ソリマチ」","","11,000円","Gold","コスモコーポレート JCBカード ゴールド法人カード","","自動車利用が多い企業向けのコスモのコーポレートゴールドカードです。","0.45%～0.99%","","2025-05-02T08:01:51.747010"
"","カード名: 早稲田カード Alumni JCB ゴールドカード
                    年会費: 11,000円
                    ポイント還元率: 0.5%～1.0%
                    特徴: 最高1億円の海外旅行傷害保険、年間最高500万円までの補償が受けられるショッピング保険、国内外1,100ヵ所以上の空港ラウンジが利用可能","","11,000円","Gold","早稲田カード Alumni JCB ゴールドカード","","大学施設の利用ができ、最高1憶円の保険が付帯されたゴールドカードです。","0.5%～1.0%","","2025-05-02T08:01:51.747584"
"","カード名: SKYPASS/JCBカード ゴールドカード
                    年会費: 11,000円
                    ポイント還元率: -
                    特徴: フライトやショッピングでマイルが貯まる、最高1億円の海外旅行傷害保険、ゴールドカードの特典が利用できる","","11,000円","Gold","SKYPASS/JCBカード ゴールドカード","","最高1億円の海外旅行保険付帯のスカイパスマイルが貯まるカードです。","-","","2025-05-02T08:01:51.748162"
"","カード名: ロイヤルオーキッドプラスJCB ゴールドカード
                    年会費: 16,500円
                    ポイント還元率: -
                    特徴: 継続するたびにボーナスマイルがもらえる、毎日のショッピングでもマイルが貯まる、最高1億円補償の海外旅行傷害保険が利用付帯","","16,500円","Gold","ロイヤルオーキッドプラスJCB ゴールドカード","","タイ国際航空のマイルが貯まるカードです。","-","","2025-05-02T08:01:56.060000"
"","カード名: 龍馬の夢 ゴールドカード
                    年会費: 11,000円
                    ポイント還元率: 0.5%～1.0%
                    特徴: 公益社団法人高知市観光協会に寄付ができる、「龍馬の生まれたまち記念館」の入館料が10％オフ、最高1億円の海外旅行傷害保険補償が利用付帯","","11,000円","Gold","龍馬の夢 ゴールドカード","","坂本龍馬の直筆サインがデザインされたゴールドカードです。","0.5%～1.0%","","2025-05-02T08:01:56.061406"
"","カード名: Asiana Club JCBカード ゴールドカード
                    年会費: 11,000円
                    ポイント還元率: -
                    特徴: アシアナ航空マイレージクラブが貯まる、エリート会員への昇格がしやすい、充実の海外旅行傷害保険","","11,000円","Gold","Asiana Club JCBカード ゴールドカード","","アシアナ航空のマイルが貯まるゴールドカードです。","-","","2025-05-02T08:01:56.062448"
"","カード名: FANCL PREMIUM CARD JCB ゴールドカード
                    年会費: 11,000円
                    ポイント還元率: 0.5%～1.0%
                    特徴: ファンケルポイントとOkiDokiポイントが貯まる、最高1億円の海外旅行傷害保険とショッピングガード保険、JCBのゴールドカードならではのプレミアムサービス","","11,000円","Gold","FANCL PREMIUM CARD JCB ゴールドカード","","ファンケルポイントが貯まるゴールドカードです。","0.5%～1.0%","","2025-05-02T08:01:56.063394"
"","カード名: 首都高ビジネスカード ゴールドカード
                    年会費: 11,000円
                    ポイント還元率: 0.45%～0.99%
                    特徴: ゴールドカード向けの豊富なサービス、最高1億円の旅行傷害保険が付帯、毎月最大3%のキャッシュバックで経費を節減","","11,000円","Gold","首都高ビジネスカード ゴールドカード","","キャッシュバック機能がついた出張に便利な法人カードです。","0.45%～0.99%","","2025-05-02T08:01:56.064263"
"","カード名: NTTグループカードゴールド
                    年会費: 5,500円
                    ポイント還元率: 0.6%～0.66%
                    特徴:","","5,500円","Gold","NTTグループカードゴールド","","新規申込受付は2023年1月23日で終了しました。","0.6%～0.66%","","2025-05-02T08:01:56.065836"
"","カード名: Tokyo Metro To Me CARD ゴールド（NICOS）
                    年会費: 11,000円
                    ポイント還元率: 0.48%～0.6%
                    特徴: 無料の空港ラウンジサービスや国内外旅行傷害保険が付帯、カード利用で貯まる2つのポイントサービス「メトロポイント」＆「NICOSゴールドポイント」、ゴールドカードならではのサポートシステムが付帯","","11,000円","Gold","Tokyo Metro To Me CARD ゴールド（NICOS）","","東京メトロを利用するとポイントが貯まるNICOSのゴールドカードです。","0.48%～0.6%","","2025-05-02T08:01:56.066867"
"","カード名: UCカード ヤングゴールド（クレディセゾン）
                    年会費: 3,300円
                    ポイント還元率: 0.5%～1.0%
                    特徴: 旅行傷害保険やオンライン・プロテクションを付帯、人気のホテルやレストランのゴールドならではの特別優待特典サービス、1,000円ごとに1ポイントの有効期限がない「永久不滅ポイント」","","3,300円","Gold","UCカード ヤングゴールド（クレディセゾン）","","空港ラウンジや充実の付帯保険付き、クレディセゾン発行のヤングゴールドカードです。","0.5%～1.0%","","2025-05-02T08:01:56.067784"
"","カード名: mont-bell CLUB MEMBER'Sゴールドカードセゾン
                    年会費: 11,000円
                    ポイント還元率: 0.5%～5.5%
                    特徴: モンベルクラブ・メンバーズポイントが貯まる、モンベルの特典が充実、空港ラウンジサービス","","11,000円","Gold","mont-bell CLUB MEMBER'Sゴールドカードセゾン","","アウトドア総合ブランド「mont-bell」提携のゴールドカードです。","0.5%～5.5%","","2025-05-02T08:01:56.068625"
"","カード名: アシアナUCゴールドカード
                    年会費: 15,400円
                    ポイント還元率: -
                    特徴:","","15,400円","Gold","アシアナUCゴールドカード","","2024年3月31日に新規のお申し込み受付を終了したカードです。","-","","2025-05-02T08:01:56.069424"
"","カード名: JLPGA CLUBカード
                    年会費: 17,600円
                    ポイント還元率: 0.5%～1.0%
                    特徴:","","17,600円","Gold","JLPGA CLUBカード","","2022年12月16日に新規のお申込みを終了したカードです。","0.5%～1.0%","","2025-05-02T08:01:56.070201"
"","カード名: 慶應UCヤングゴールドカード
                    年会費: 3,300円
                    ポイント還元率: 0.5%～1.0%
                    特徴: 慶應義塾大学独自の特典が利用できる、慶應義塾の奨学基金の充実へ有効活用、海外旅行傷害保険などが充実","","3,300円","Gold","慶應UCヤングゴールドカード","","慶應義塾大学の特典付きのヤングゴールドカードです。","0.5%～1.0%","","2025-05-02T08:01:56.071134"
"","カード名: WWFカード（ゴールド）
                    年会費: 11,000円
                    ポイント還元率: 0.5%～1.0%
                    特徴: WWF（世界自然保護基金）に寄付ができる、様々なゴールド特典、国内外旅行傷害保険が付帯","","11,000円","Gold","WWFカード（ゴールド）","","カード利用額の0.5%がWWFジャパンに寄付されるゴールドカードです。","0.5%～1.0%","","2025-05-02T08:01:56.072069"
"","カード名: P-oneカード ゴールド
                    年会費: 11,000円
                    ポイント還元率: -
                    特徴:","","11,000円","Gold","P-oneカード ゴールド","","2010年8月に新規のお申し込み受付を終了したカードです。","-","","2025-05-02T08:01:56.072873"
"","カード名: FASIOビジネスプレミアムゴールドカード
                    年会費: 2,200円（初年度無料）
                    ポイント還元率: 0.3%～0.6%
                    特徴: 海外出張や旅行時、空港ラウンジを無料で利用できる、最高1億円の海外・国内旅行傷害保険が自動付帯、ファシオ・グループ独自の優待サービスが受けられる","","2,200円（初年度無料）","Gold","FASIOビジネスプレミアムゴールドカード","","ファシオ・グループでの優待が利用できる法人向けゴールドカードです。","0.3%～0.6%","","2025-05-02T08:01:56.073673"
"","カード名: きんさんゴールドカード
                    年会費: 8,800円
                    ポイント還元率: 0.3%～0.6%
                    特徴: ゴールドカードの充実したサービスを利用できる、会員期間中は何度でも適用される海外旅行傷害保険、LIFEサンクスポイントが最大25倍貯まる","","8,800円","Gold","きんさんゴールドカード","","最高1億円の旅行傷害保険付帯、近畿産業信用組合と提携したゴールドカードです。","0.3%～0.6%","","2025-05-02T08:01:56.074316"
"","カード名: freee Mastercardワイドゴールド
                    年会費: 2,200円（初年度無料）
                    ポイント還元率: 0.3%～0.6%
                    特徴: 限度額200万円以内であれば決算書不要、freeeカードオリジナル特典、従業員カード・ETCカードは最大999枚まで発行可能","","2,200円（初年度無料）","Gold","freee Mastercardワイドゴールド","","旅行傷害保険が付帯、従業員カードが最大999枚まで発行可能の事業用カードです。","0.3%～0.6%","","2025-05-02T08:01:56.074946"
"","カード名: SuMi TRUST CLUB リワード ワールドカード
                    年会費: 13,200円
                    ポイント還元率: 0.75%～1.0%
                    特徴:","","13,200円","Gold","SuMi TRUST CLUB リワード ワールドカード","","新規のお申し込み受付を終了しました。","0.75%～1.0%","","2025-05-02T08:01:56.075613"
"","カード名: アプラスビジネスカード ゴールド（JCB）
                    年会費: 2,750円（初年度無料）
                    ポイント還元率: 1.0%
                    特徴: 事業費決済でアプラスポイントが貯まる、福利厚生プログラムの割引やパソコン修理などのビジネスサービス、最高3,000万円の海外・国内旅行傷害保険が利用付帯","","2,750円（初年度無料）","Gold","アプラスビジネスカード ゴールド（JCB）","","ゴールドならではのサービスが利用できる、アプラス発行の法人ゴールドカードです。","1.0%","","2025-05-02T08:01:56.076277"
"","カード名: SBJ VISAゴールドカード
                    年会費: 11,000円
                    ポイント還元率: 0.5%～1.0%
                    特徴: ワールドプレゼントポイントが貯まる、ゴールドカードの各種サービスが利用可能、最高5,000万円の海外・国内旅行傷害保険とお買物安心保険付き","","11,000円","Gold","SBJ VISAゴールドカード","","SBJ銀行提携のゴールドカードです。","0.5%～1.0%","","2025-05-02T08:01:56.076906"
"","カード名: KYOGIN CARD ゴールドカード
                    年会費: 11,000円
                    ポイント還元率: 0.5%～1.0%
                    特徴: ゴールドカードのサービスや保険が充実、ワールドプレゼントのポイントが最大+9.5％還元、WEB明細書サービスの登録で年会費が1,100円割引","","11,000円","Gold","KYOGIN CARD ゴールドカード","","佐賀共栄銀行ICキャッシュカード機能一体型のゴールドカードです。","0.5%～1.0%","","2025-05-02T08:01:59.765249"
"","カード名: オールインワンゴールドカード
                    年会費: 11,000円
                    ポイント還元率: 0.5%～1.0%
                    特徴: ゴールドカードのサービスが充実、西日本シティ銀行やコンビニATM利用手数料が1年目は無料、生体認証による高いセキュリティ","","11,000円","Gold","オールインワンゴールドカード","","生体認証付きでゴールドの特典も利用できる西日本シティ銀行提携のカードです。","0.5%～1.0%","","2025-05-02T08:01:59.766443"
"","カード名: ながさきオールインワン JQ SUGOCA ゴールドカード
                    年会費: 11,000円
                    ポイント還元率: 1.0%～2.5%
                    特徴: カードの利用でJRキューポが2倍貯まる、アミュプラザやJRグループでの割引特典、空港ラウンジサービスやロードサービスが無料で利用できる","","11,000円","Gold","ながさきオールインワン JQ SUGOCA ゴールドカード","","JRキューポが2倍貯まる、キャッシュカードとJQ CARD一体型のゴールドカードです。","1.0%～2.5%","","2025-05-02T08:01:59.767676"
"","カード名: 北陸Visaゴールド法人カード
                    年会費: 11,000円
                    ポイント還元率: 0.4%～0.48%
                    特徴: ゴールドカードのサービスが充実、ビジネスに使える特典が豊富、最高300万円の買い物保険が付帯","","11,000円","Gold","北陸Visaゴールド法人カード","","経費利用でもポイントが貯まる法人向けゴールドカードです。","0.4%～0.48%","","2025-05-02T08:01:59.768561"
"","カード名: 道銀VISAゴールドカード
                    年会費: 11,000円
                    ポイント還元率: 0.5%～1.0%
                    特徴: ワールドプレゼントポイントが貯まる、ギフトカードのプレゼント、ゴールドカードの各種サービスが利用可能","","11,000円","Gold","道銀VISAゴールドカード","","ゴールドならではのプレミアムサービスが利用できる、北海道銀行提携カードです。","0.5%～1.0%","","2025-05-02T08:01:59.769518"
"","カード名: 大分銀行提携ゴールド
                    年会費: 11,000円（初年度無料）
                    ポイント還元率: 0.5%～1.0%
                    特徴: ゴールドカードならではのサービスが充実、家族特約付きで最高1億円まで補償される旅行傷害保険、貯まったポイントを大分県内の施設で利用できる","","11,000円（初年度無料）","Gold","大分銀行提携ゴールド","","最高1億円の旅行傷害保険が付帯された大分銀行提携のゴールドカードです。","0.5%～1.0%","","2025-05-02T08:01:59.770447"
"","カード名: 福岡銀行 アレコレカード（ゴールド）JCB
                    年会費: 11,000円
                    ポイント還元率: 0.5%～1.0%
                    特徴: 初年度のふくぎんATM時間外手数料やコンビニ利用手数料が無料、最高1億円の海外旅行傷害保険とショッピングガード保険が付帯、国内主要都市の空港ラウンジが無料で利用できる","","11,000円","Gold","福岡銀行 アレコレカード（ゴールド）JCB","","JCBのゴールド特典が利用できる、福岡銀行のキャッシュ機能一体型のカードです。","0.5%～1.0%","","2025-05-02T08:01:59.771328"
"","カード名: JOYO CARD Plus ゴールドカード DC
                    年会費: 11,000円
                    ポイント還元率: 0.4%～0.8%
                    特徴: 国内・海外の旅行傷害保険が付帯、銀行取引数が2つ以上ならATM手数料が無料、DCハッピープレゼントポイントが貯まる","","11,000円","Gold","JOYO CARD Plus ゴールドカード DC","","旅行保険が充実した常陽銀行発行のゴールドカードです。
","0.4%～0.8%","","2025-05-02T08:01:59.772114"
"","カード名: JOYO CARD Plus ゴールドカード JCB
                    年会費: 11,000円
                    ポイント還元率: 0.5%～1.0%
                    特徴: 銀行取引の条件クリアでATM手数料が無料、最高1億円の旅行傷害保険付き、ゴールドカード会員ならではのサービスが利用できる","","11,000円","Gold","JOYO CARD Plus ゴールドカード JCB","","最高1億円の海外旅行傷害保険が付帯した、常陽銀行発行のゴールドカードです。","0.5%～1.0%","","2025-05-02T08:01:59.772866"
"","カード名: CLUB ENOTECA ゴールド
                    年会費: 11,000円
                    ポイント還元率: 0.5%～1.0%
                    特徴: クラブエノテカポイントとワールドプレゼントポイントが両方貯まる、エノテカでの購入金額が10％オフになるCLUB ENOTECA会員特典、ワンランク上の旅を実現するトラベルサービス","","11,000円","Gold","CLUB ENOTECA ゴールド","","エノテカ各店・オンラインショップで10％オフになるゴールドカードです。","0.5%～1.0%","","2025-05-02T08:01:59.773634"
"","カード名: とちぎんカード・ゴールド・アメリカン・エキスプレス(R)・カード
                    年会費: 2,095円（初年度無料）
                    ポイント還元率: 0.5%～1.0%
                    特徴: カードの利用でグローバルポイントが貯まる、様々なサービスが利用できる、年間利用額20万円以上で初年度と同様の旅行傷害保険が受けられる","","2,095円（初年度無料）","Gold","とちぎんカード・ゴールド・アメリカン・エキスプレス(R)・カード","","初年度年会費無料、とちぎんカード発行のアメックスゴールドカードです。","0.5%～1.0%","","2025-05-02T08:01:59.774394"
"","カード名: JP BANK カード ゴールド（キャッシュカード一体型）VISA/Mastercard
                    年会費: 11,000円
                    ポイント還元率: 1.0%
                    特徴: キャッシュカード一体型、一般カードの2倍貯まるポイント、最高5,000万円の旅行傷害保険が利用条件で付帯","","11,000円","Gold","JP BANK カード ゴールド（キャッシュカード一体型）VISA/Mastercard","","JPバンクカードポイントが2倍貯まるキャッシュカード一体型のゴールドカードです。","1.0%","","2025-05-02T08:01:59.775157"
"","カード名: MUFGカード ゴールドプレステージ（東和カード）
                    年会費: 11,000円
                    ポイント還元率: 0.5%～1.0%
                    特徴: プレステージ会員の特典が利用できる、キャッシュバックが可能なグローバルポイントが貯まる、最高5,000万円の海外旅行傷害保険が自動付帯","","11,000円","Gold","MUFGカード ゴールドプレステージ（東和カード）","","幅広い補償が受けられる、東和グループのゴールドプレステージカードです。","0.5%～1.0%","","2025-05-02T08:01:59.775929"
"","カード名: 京葉銀VISAビジネスゴールドカード
                    年会費: 11,000円
                    ポイント還元率: 0.4%～0.48%
                    特徴: レンタルオフィスなどのビジネス優待サービスを利用可能、国内外の出張に旅行傷害保険が付帯、ANAマイルやVJAギフトカードと交換可能なポイントが貯まる","","11,000円","Gold","京葉銀VISAビジネスゴールドカード","","Visaのビジネス優待サービスを利用できる、法人用ゴールドの京葉銀カードです。","0.4%～0.48%","","2025-05-02T08:01:59.776791"
"","カード名: ろうきんEpiゴールドカード
                    年会費: 11,000円
                    ポイント還元率: 0.5%
                    特徴: カード利用金額によりギフトカードが貰える、家族会員は年会費無料、ボーナスポイントがもらえる","","11,000円","Gold","ろうきんEpiゴールドカード","","ろうきんキャッシュカードとしても使えるゴールドカードです。","0.5%","","2025-05-02T08:01:59.777698"
"","カード名: 日専連DCゴールドカード（Visa）
                    年会費: 11,000円
                    ポイント還元率: 0.5%～1.0%
                    特徴: ロードサービスや空港ラウンジサービスを無料で利用可能、最高5,000万円の海外旅行障害保険が自動付帯、日専連のポイントが貯まる","","11,000円","Gold","日専連DCゴールドカード（Visa）","","旅行傷害保険やロードサービスが付帯した日専連静岡のDCゴールドカードです。","0.5%～1.0%","","2025-05-02T08:01:59.778612"
"","カード名: JCBゴールド法人カード（しんきんカード）
                    年会費: 11,000円
                    ポイント還元率: 0.45%～9.9%
                    特徴: Oki Dokiポイントが貯まる、カードの利用で最高1億円の海外旅行傷害保険が付帯、JCBゴールド法人会員向けの特別なサービスが利用可能","","11,000円","Gold","JCBゴールド法人カード（しんきんカード）","","最高1億円の海外旅行傷害保険が付帯した、しんきんの法人ゴールドカードです。","0.45%～9.9%","","2025-05-02T08:01:59.779313"
"","カード名: MUFG ゴールドカード（たいこうカード）
                    年会費: 2,095円（初年度無料）
                    ポイント還元率: 0.5%～1.0%
                    特徴: 最高2,000万円の国内外旅行傷害保険が付帯、カード利用額に充当もできるグローバルポイントが貯まる、国内6空港+海外1空港の空港ラウンジを無料で利用可能","","2,095円（初年度無料）","Gold","MUFG ゴールドカード（たいこうカード）","","初年度年会費無料でゴールドカード特典が付帯した大光銀行グループのカードです。","0.5%～1.0%","","2025-05-02T08:01:59.779918"
"","カード名: スルガJCBゴールドカード
                    年会費: 11,000円
                    ポイント還元率: 0.5%～10.0%
                    特徴: ゴールド会員向けのサービスが利用可能、最高1億円の海外旅行傷害保険が付帯、Oki Dokiポイントが海外利用でポイント2倍","","11,000円","Gold","スルガJCBゴールドカード","","JCBのゴールドカード特典が付帯した、スルガ銀行グループのカードです。","0.5%～10.0%","","2025-05-02T08:01:59.780480"
"","カード名: DCゴールドカード（紀陽カード）
                    年会費: 11,000円
                    ポイント還元率: 0.4%～0.8%
                    特徴: ゴールドカードならではのサービスを利用できる、キャッシュバックもできるDCハッピープレゼントポイントが貯まる、家族特約付きの海外旅行傷害保険が自動付帯","","11,000円","Gold","DCゴールドカード（紀陽カード）","","旅行傷害保険など補償サービスが付帯した、紀陽銀行のDCゴールドカードです。","0.4%～0.8%","","2025-05-02T08:01:59.781052"
