"key","AIContextualSummary","AffiliateLink","AnnualFee","CardTier","FullName","Issuer","Perks","RewardsRate","SpecialOffers","UpdatedAt"
"","
                    カード名: ビバホーム倶楽部カード
                    年会費: 770円（初年度無料）
                    ポイント還元率: 0.50%～2.00%
                    特徴: ビバホーム各店で、ビバポイントが100円で2ポイント貯まる、年会費が初年度無料、カードの盗難保険とネットあんしんサービスが付帯
                    ","<ENTER_AFFILIATE_LINK>","770円（初年度無料）","Standard","ビバホーム倶楽部カード","<ENTER_ISSUER>","ビバホーム各店のほか、普段の買い物でもビバポイントが貯まるカードです。","0.50%～2.00%","","1.739068538789E12"
"","
                    カード名: ANA JCB スーパーフライヤーズカード
                    年会費: 11,275円
                    ポイント還元率: 0.50%～2.00%
                    特徴: 空の旅をゆったりと楽しめるサービスが充実、プレミアムメンバー優先予約サービス、フライトの度にもらえるボーナスマイル
                    ","<ENTER_AFFILIATE_LINK>","11,275円","Standard","ANA JCB スーパーフライヤーズカード","<ENTER_ISSUER>","専用サービスや優先サービスが利用できるANA JCBカードです。","0.50%～2.00%","","1.739068538789E12"
"","
                    カード名: BUYMA CARD
                    年会費: 無料
                    ポイント還元率: 0.00%～1.00%
                    特徴: 「BUYMA」でのカード利用でBUYMAポイントが貯まる、カード会員保障制度が付帯、入会特典でBUYMAポイントがもらえる
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","BUYMA CARD","<ENTER_ISSUER>","海外ファッション通販サイト「BUYMA」のオフィシャルカードです。","0.00%～1.00%","","1.73906853879E12"
"","
                    カード名: プリキュア エポスカード
                    年会費: 無料
                    ポイント還元率: 0.50%
                    特徴: 
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","プリキュア エポスカード","<ENTER_ISSUER>","null","0.50%","","1.73906853879E12"
"","
                    カード名: モラージュ菖蒲エポスカード
                    年会費: 無料
                    ポイント還元率: 0.50%～2.50%
                    特徴: 当日から使える2,000円分の入会特典券をプレゼント、モラージュ菖蒲にて割引や優待サービスが利用できる、毎月5日と15日はエポスポイントが5倍
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","モラージュ菖蒲エポスカード","<ENTER_ISSUER>","モラージュ菖蒲での割引や優待サービスが利用できるエポスカードです。","0.50%～2.50%","","1.739068538791E12"
"","
                    カード名: プレミアムウォーターエポスカード
                    年会費: 無料
                    ポイント還元率: 0.50%
                    特徴: プレミアムウォーター利用料金にポイントを充てられる、優待期間中はマルイでのショッピングが10％オフ、安全に利用できるセキュリティ
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","プレミアムウォーターエポスカード","<ENTER_ISSUER>","貯まったポイントでプレミアムウォーターの利用代金が割引になるカードです。","0.50%","","1.739068538791E12"
"","
                    カード名: スーパーICカード TOKYU POINT PASMO「三菱ＵＦＪ-VISA」
                    年会費: 無料
                    ポイント還元率: 0.50%～1.00%
                    特徴: 
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","スーパーICカード TOKYU POINT PASMO「三菱ＵＦＪ-VISA」","<ENTER_ISSUER>","2021年7月1日に新規のお申し込み受付を終了したカードです。","0.50%～1.00%","","1.739068538792E12"
"","
                    カード名: JTB旅カード クラシックカード
                    年会費: 1,760円
                    ポイント還元率: 1.00%～2.00%
                    特徴: カード利用でJTBトラベルポイントが貯まる、国内外の旅行傷害保険が最高1,000万円補償、インフォメーションサービスで海外旅行をサポート
                    ","<ENTER_AFFILIATE_LINK>","1,760円","Standard","JTB旅カード クラシックカード","<ENTER_ISSUER>","JTBトラベルポイントが貯まるクラシックカードです。","1.00%～2.00%","","1.739068538792E12"
"","
                    カード名: TOYOTA TS CUBIC CARD セレクト
                    年会費: 2,750円
                    ポイント還元率: 1.00%～3.00%
                    特徴: TS CUBIC CARDの「ポイントプラス」が貯まる、全国のトヨタのレンタカーが割引料金で利用可能、ジェームスのピットメニューが割引料金になる
                    ","<ENTER_AFFILIATE_LINK>","2,750円","Standard","TOYOTA TS CUBIC CARD セレクト","<ENTER_ISSUER>","最高3,000万円の旅行傷害保険が付帯されたトヨタのクレジットカードです。","1.00%～3.00%","","1.739068538792E12"
"","
                    カード名: TOYOTA TS CUBIC VIEW CARD レギュラー
                    年会費: 1,925円（初年度無料）
                    ポイント還元率: 1.00%～3.00%
                    特徴: VIEW CARD機能付き、ポイントプラスのポイントが貯まる、ロードサービスが付帯
                    ","<ENTER_AFFILIATE_LINK>","1,925円（初年度無料）","Standard","TOYOTA TS CUBIC VIEW CARD レギュラー","<ENTER_ISSUER>","ロードサービスが付帯し、貯まったポイントをSuicaへチャージできるカードです。","1.00%～3.00%","","1.739068538793E12"
"","
                    カード名: Vポイントカードプラス（スマイルパーソナル）
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 0.50%～1.00%
                    特徴: 鈴与グループでの利用でポイント最大5倍、スマイル加盟店での利用でポイント2倍、ガソリンスタンドを会員価格で利用できる
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","Vポイントカードプラス（スマイルパーソナル）","<ENTER_ISSUER>","鈴与グループでのサービス利用でVポイントがさらに貯まるカードです。","0.50%～1.00%","","1.739068538793E12"
"","
                    カード名: 十八親和銀行 アレコレカード クラシック
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 0.50%～1.00%
                    特徴: キャッシュ・ローン・クレジット機能が1枚で使える、条件を満たせば次年度以降の年会費も無料、ワールドプレゼントポイントが貯まる
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","十八親和銀行 アレコレカード クラシック","<ENTER_ISSUER>","十八親和銀行のキャッシュカード・ローンカード機能が付いたカードです。","0.50%～1.00%","","1.739068538794E12"
"","
                    カード名: スルガJCBカード
                    年会費: 1,375円
                    ポイント還元率: 0.50%～10.00%
                    特徴: 最大20倍のポイントが貯まるOki Dokiポイント、国内・海外共に最高3,000万円補償の旅行傷害保険、海外で利用できるJCBサービスが充実
                    ","<ENTER_AFFILIATE_LINK>","1,375円","Standard","スルガJCBカード","<ENTER_ISSUER>","Oki Dokiポイントが貯まる、スルガ銀行グループのJCBカードです。","0.50%～10.00%","","1.739068538794E12"
"","
                    カード名: ビジネスデビットカード　※こちらはデビットカードです
                    年会費: 無料
                    ポイント還元率: 1.00%
                    特徴: 常時最大1％キャッシュバック、税金や仕入れ・広告費などの高額決済も利用できる、VisaとMastercard(R)の2枚持ちで固定費用とそれ以外など、使い分け可能、カード利用時に通知があるため不正利用に気がつきやすい、不正利用時の補償が1,000万円と手厚い
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","ビジネスデビットカード　※こちらはデビットカードです","<ENTER_ISSUER>","最大1％キャッシュバックされるGMOあおぞらネット銀行のデビットカードです。","1.00%","","1.739068538795E12"
"","
                    カード名: VIASOカード（五等分の花嫁∬デザイン）
                    年会費: 無料
                    ポイント還元率: 0.50%～1.00%
                    特徴: カード券面は限定イラスト、新規入会でカード券面と同じデザインのステッカーを獲得可能、還元率は0.5％だがオンラインショッピングの利用時にPOINT名人.comの利用でボーナスポイント、貯まったポイントは手続き不要の自動キャッシュバック、最短翌営業日発行
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","VIASOカード（五等分の花嫁∬デザイン）","<ENTER_ISSUER>","「五等分の花嫁∬」のヒロインが券面にデザインされたカードです。","0.50%～1.00%","","1.739068541753E12"
"","
                    カード名: 慶應三井住友カード 一般カード
                    年会費: 1,375円
                    ポイント還元率: 0.50%～1.00%
                    特徴: 慶應義塾大学からの様々なサービス、スマートフォンで簡単・スピーディにお支払い、カード利用で義塾を支援
                    ","<ENTER_AFFILIATE_LINK>","1,375円","Standard","慶應三井住友カード 一般カード","<ENTER_ISSUER>","慶應義塾大学に在職・維持会会員などの方が申込できるカードです。","0.50%～1.00%","","1.739068541765E12"
"","
                    カード名: クラブツーリズムカード
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 0.50%～1.00%
                    特徴: 会員限定の商品と交換可能、空港ラウンジサービス、お買い物安心保険付き
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","クラブツーリズムカード","<ENTER_ISSUER>","クラブツーリズムでの旅行が便利でお得になるカードです。","0.50%～1.00%","","1.739068541766E12"
"","
                    カード名: 紀伊國屋三井住友VISAカード
                    年会費: 無料
                    ポイント還元率: 0.50%～1.00%
                    特徴: 入会特典としてオリジナルアイテムとKinokuniya Pointがもらえる、紀伊国屋書店、店頭やWEBストアでの利用はポイント2倍、店頭での洋書購入でポイント10％
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","紀伊國屋三井住友VISAカード","<ENTER_ISSUER>","紀伊國屋書店での利用でKinokuniya Pointが2倍貯まるカードです。","0.50%～1.00%","","1.739068541767E12"
"","
                    カード名: ハワイアンエアラインズVISAカード 一般カード
                    年会費: 3,300円（初年度無料）
                    ポイント還元率: -
                    特徴: ハワイアンマイルズが貯まる、入会・継続でボーナスマイルがもらえる、シェアマイルズのサービスが利用できる
                    ","<ENTER_AFFILIATE_LINK>","3,300円（初年度無料）","Standard","ハワイアンエアラインズVISAカード 一般カード","<ENTER_ISSUER>","ハワイアン航空のマイルが貯まるカードです。","-","","1.739068541768E12"
"","
                    カード名: IDEX CLUB CARD（JCB）
                    年会費: 無料
                    ポイント還元率: 0.01%
                    特徴: 
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","IDEX CLUB CARD（JCB）","<ENTER_ISSUER>","新規のお申し込み受付を終了したカードです。","0.01%","","1.739068541769E12"
"","
                    カード名: SOLATO CARD
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 0.50%～1.00%
                    特徴: 
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","SOLATO CARD","<ENTER_ISSUER>","2023年1月31日に新規のお申し込み受付を終了したカードです。","0.50%～1.00%","","1.73906854177E12"
"","
                    カード名: ベストカード
                    年会費: 無料
                    ポイント還元率: 0.50%～1.00%
                    特徴: 
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","ベストカード","<ENTER_ISSUER>","2022年12月5日に新規のお申し込み受付を終了したカードです。","0.50%～1.00%","","1.739068541771E12"
"","
                    カード名: SAKURA MACHI Card
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 1.00%
                    特徴: SAKURA MACHI Kumamotoで利用するとポイントが貯まる、サクラマチ熊本駐車場が最大6時間無料、Mastercardコンタクトレスを搭載
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","SAKURA MACHI Card","<ENTER_ISSUER>","SAKURA MACHI Kumamotoで利用すると様々な優待が受けられるカードです。","1.00%","","1.739068541772E12"
"","
                    カード名: KIPS-JCBカード
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 0.45%～5.00%
                    特徴: KIPSポイントが貯まりやすい、近鉄グループの優待サービスも充実、初年度年会費が無料
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","KIPS-JCBカード","<ENTER_ISSUER>","近鉄グループの「KIPSポイント」が貯まるカードです。","0.45%～5.00%","","1.739068541773E12"
"","
                    カード名: ジェイアール東海タカシマヤカード
                    年会費: 2,200円（初年度無料）
                    ポイント還元率: 0.50%～8.00%
                    特徴: 高島屋各店で利用できるポイントが貯まる、最高2,000万円の海外旅行傷害保険が付帯、提携施設や店舗を優待利用できる
                    ","<ENTER_AFFILIATE_LINK>","2,200円（初年度無料）","Standard","ジェイアール東海タカシマヤカード","<ENTER_ISSUER>","タカシマヤの利用で基本8％、優待期間中は最大10％のポイントが貯まるカードです。","0.50%～8.00%","","1.739068541774E12"
"","
                    カード名: シマムラ ミュージックカード
                    年会費: 無料
                    ポイント還元率: 0.50%～1.00%
                    特徴: 会員限定セールで買い物ができる、カード決済や提示でポイントが貯まる、豊富なカード付帯サービス
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","シマムラ ミュージックカード","<ENTER_ISSUER>","島村楽器のレッスン受講料や買い物でポイントが貯まるカードです。","0.50%～1.00%","","1.739068541775E12"
"","
                    カード名: イオンカード（櫻坂46）
                    年会費: 無料
                    ポイント還元率: 0.50%～1.00%
                    特徴: カード券面に“推しメン”を表示できる、WAON POINTが貯まる、イオンウォレットの即時発行が利用可能
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","イオンカード（櫻坂46）","<ENTER_ISSUER>","アプリにて推しメンをカード券面として表示できるイオンカードです。","0.50%～1.00%","","1.739068541776E12"
"","
                    カード名: ビュービジネスオーナーズカード
                    年会費: 524円（初年度無料）
                    ポイント還元率: -
                    特徴: カードでSuicaの購入・チャージが可能、会計システムと連動できる、個人用とビジネス用で公私を切り離した管理が可能
                    ","<ENTER_AFFILIATE_LINK>","524円（初年度無料）","Standard","ビュービジネスオーナーズカード","<ENTER_ISSUER>","Suicaにチャージができる個人事業主向けのカードです。","-","","1.739068541777E12"
"","
                    カード名: OSAKA STATION CITY J-WESTカード「エクスプレス」
                    年会費: 1,100円
                    ポイント還元率: 0.50%～3.00%
                    特徴: 新幹線・特急きっぷがネットから予約できる、OSAKA STATION CITYの利用でポイント最大3％、最高2,000万円の旅行傷害保険付き
                    ","<ENTER_AFFILIATE_LINK>","1,100円","Standard","OSAKA STATION CITY J-WESTカード「エクスプレス」","<ENTER_ISSUER>","EX予約が利用でき、大阪ステーションシティでポイントが最大3％貯まるカードです。","0.50%～3.00%","","1.739068541778E12"
"","
                    カード名: LACHIC CARD
                    年会費: 550円（初年度無料）
                    ポイント還元率: 0.50%～3.00%
                    特徴: ラシック特別企画が開催される、カードの利用でエムアイポイントが貯まる、初年度年会費無料
                    ","<ENTER_AFFILIATE_LINK>","550円（初年度無料）","Standard","LACHIC CARD","<ENTER_ISSUER>","ラシックでの利用でポイントが最大6倍貯まるカードです。","0.50%～3.00%","","1.739068541779E12"
"","
                    カード名: nimoca MICARD
                    年会費: 無料
                    ポイント還元率: 0.50%～1.00%
                    特徴: 電子マネーnimoca一体型、カードの支払いや電子マネーの利用でnimocaポイントが貯まる、年会費永年無料でソラリアプラザの優待特典が付帯
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","nimoca MICARD","<ENTER_ISSUER>","交通系電子マネーnimocaを搭載、定期券としても使える年会費無料のカードです。","0.50%～1.00%","","1.73906854178E12"
"","
                    カード名: To Me CARD PASMO 一般カード(NICOS)
                    年会費: 無料
                    ポイント還元率: 0.40%～0.50%
                    特徴: 
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","To Me CARD PASMO 一般カード(NICOS)","<ENTER_ISSUER>","2012年1月15日に新規のお申し込み受付を終了したカードです。","0.40%～0.50%","","1.739068541781E12"
"","
                    カード名: トイザらス・カード《セゾン》
                    年会費: 無料
                    ポイント還元率: 0.50%～1.00%
                    特徴: 
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","トイザらス・カード《セゾン》","<ENTER_ISSUER>","2021年7月18日に新規のお申し込み受付を終了したカードです。","0.50%～1.00%","","1.739068541782E12"
"","
                    カード名: サッポロファクトリーカードセゾン
                    年会費: 無料
                    ポイント還元率: 0.50%～1.00%
                    特徴: サッポロファクトリー館内のカード利用で5％オフ、館内のその他施設も優待価格で利用可能、有効期限のない永久不滅ポイントが貯まる
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","サッポロファクトリーカードセゾン","<ENTER_ISSUER>","サッポロファクトリーでの買い物が5％オフになるカードです。","0.50%～1.00%","","1.739068541783E12"
"","
                    カード名: 埼玉西武ライオンズファンクラブカードセゾン
                    年会費: 無料
                    ポイント還元率: 0.50%～1.00%
                    特徴: 年会費が永年無料で優待サービスも充実、有効期限のない永久不滅ポイントが貯まる、タッチ決済でスピーディな支払いができる
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","埼玉西武ライオンズファンクラブカードセゾン","<ENTER_ISSUER>","埼玉西武ライオンズファンクラブ会員のためのカードです。","0.50%～1.00%","","1.739068546076E12"
"","
                    カード名: KAMPO STYLE CLUB CARD
                    年会費: 1,650円（初年度無料）
                    ポイント還元率: 1.50%
                    特徴: 
                    ","<ENTER_AFFILIATE_LINK>","1,650円（初年度無料）","Standard","KAMPO STYLE CLUB CARD","<ENTER_ISSUER>","2017年6月5日に新規のお申し込み受付を終了したカードです。","1.50%","","1.739068546077E12"
"","
                    カード名: インヴァストカード
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 1.00%～1.50%
                    特徴: 年会費無料。いつでもどこでもポイントが貯めらる、高還元率カードです、貯まったポイントは自動で積立投資に。無駄なくポイントを活用することができます、人気のショップが550店以上が参加するJACCSモール経由でさらにポイント加算
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","インヴァストカード","<ENTER_ISSUER>","ポイントで自動売買積立投資ができるジャックスカードです。","1.00%～1.50%","","1.739068546078E12"
"","
                    カード名: コーナンFLEXY
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 0.30%～2.50%
                    特徴: 新規入会特典付き、カードショッピングの代金が1％オフ、伊藤忠エネクス系列のガソリンスタンドでガソリン・軽油が割引
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","コーナンFLEXY","<ENTER_ISSUER>","ホームセンターコーナンでの利用でポイントが貯まるリボ払い専用カードです。","0.30%～2.50%","","1.739068546079E12"
"","
                    カード名: カーエネクスitsumoカード
                    年会費: 1,100円（初年度無料）
                    ポイント還元率: 0.30%～2.00%
                    特徴: 給油がいつでもリッター2円引き、ポケット・ポイントが貯まる、紛失・盗難保障付き
                    ","<ENTER_AFFILIATE_LINK>","1,100円（初年度無料）","Standard","カーエネクスitsumoカード","<ENTER_ISSUER>","伊藤忠エネクス系列GSで給油が2円/L引きになるカードです。","0.30%～2.00%","","1.739068546079E12"
"","
                    カード名: ANGELS・ライフマスターカード
                    年会費: 無料
                    ポイント還元率: 0.30%～0.60%
                    特徴: 動物愛護団体「エンジェルズ」に利用金額の一部が寄付されます、前年度の利用金額が50万円以上でスペシャルボーナス、貯まったポイントはお好きな商品と交換可能
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","ANGELS・ライフマスターカード","<ENTER_ISSUER>","動物愛護団体と提携したライフカードです。","0.30%～0.60%","","1.73906854608E12"
"","
                    カード名: HYDE CARD
                    年会費: 2,178円（初年度無料）
                    ポイント還元率: 0.30%
                    特徴: HYDEファン向けの限定・プレミアム特典が豊富、カード利用100円からポイントが貯まる、会員限定のサポートを24時間365日受けられる
                    ","<ENTER_AFFILIATE_LINK>","2,178円（初年度無料）","Standard","HYDE CARD","<ENTER_ISSUER>","HYDEファン必見、豊富な特典が付いたカードです。","0.30%","","1.73906854608E12"
"","
                    カード名: JTB旅カード JMB
                    年会費: 2,200円
                    ポイント還元率: 0.50%～1.50%
                    特徴: マイルが貯まる。JALマイレージバンク、充実の保険サポート＆インフォメーションサービスで安心の旅を、もしものときのアシスタンスサービス
                    ","<ENTER_AFFILIATE_LINK>","2,200円","Standard","JTB旅カード JMB","<ENTER_ISSUER>","JTBトラベルポイントとJALマイルが貯まるカードです。","0.50%～1.50%","","1.739068546081E12"
"","
                    カード名: SBJ VISAクラシックカード
                    年会費: 無料
                    ポイント還元率: 0.50%～1.00%
                    特徴: ワールドプレゼントポイントが貯まる、最高2,000万円の海外旅行傷害保険とお買物安心保険が付帯、年会費が永年無料
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","SBJ VISAクラシックカード","<ENTER_ISSUER>","年会費無料で利用できるSBJ銀行提携カードです。","0.50%～1.00%","","1.739068546081E12"
"","
                    カード名: VISAデビューカード
                    年会費: 無料
                    ポイント還元率: 0.50%～1.00%
                    特徴: 在学中はうれしい年会費無料、Visaタッチ決済・iD決済対応でかざすだけの簡単支払い、利用金額に応じてワールドプレゼントが貯まる、KYUSHU CARD WAONにオートチャージ可能
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","VISAデビューカード","<ENTER_ISSUER>","在学中は年会費無料となる九州カードオリジナル学生専用カードです。","0.50%～1.00%","","1.739068546082E12"
"","
                    カード名: RARAカードPLUS+
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 0.33%～1.33%
                    特徴: ボーナスポイントも貯まるRARAポイント、電子マネー「iD」が使える、道銀カード発行の初年度年会費無料のカード
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","RARAカードPLUS+","<ENTER_ISSUER>","電子マネー「iD」搭載、アークスグループ各店でポイントが貯まるカードです。","0.33%～1.33%","","1.739068546083E12"
"","
                    カード名: 東京VISA カード
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 0.50%～1.00%
                    特徴: WEBからの入会申込で初年度年会費が無料、海外旅行傷害保険やショッピング保険が付帯、ワールドプレゼントポイントが貯まる

                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","東京VISA カード","<ENTER_ISSUER>","WEB入会で初年度年会費無料になる、東京クレジットのスタンダードカードです。","0.50%～1.00%","","1.739068546084E12"
"","
                    カード名: CLUB ENOTECA クラシック
                    年会費: 3,300円
                    ポイント還元率: 0.50%～1.00%
                    特徴: クラブエノテカポイントがいつでも3倍貯まる、エノテカでの購入金額が5％オフになるCLUB ENOTECA会員特典、年間100万円までのお買い物安心保険が付帯
                    ","<ENTER_AFFILIATE_LINK>","3,300円","Standard","CLUB ENOTECA クラシック","<ENTER_ISSUER>","CLUB ENOTECAでの特典が充実した東京クレジットサービスのカードです。","0.50%～1.00%","","1.739068546085E12"
"","
                    カード名: JP BANK JCB カード EXTAGE
                    年会費: 無料
                    ポイント還元率: 0.50%～1.00%
                    特徴: 全国の提携施設で優待・割引サービスが受けられる、EXTAGEボーナスでOki Dokiポイントがアップ、海外旅行保険サービス付き
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","JP BANK JCB カード EXTAGE","<ENTER_ISSUER>","入会後3か月間はポイント3倍、29歳以下対象となるゆうちょ銀行のカードです。","0.50%～1.00%","","1.739068546086E12"
"","
                    カード名: 京葉銀VISAカード
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 0.50%～1.00%
                    特徴: 海外旅行関連の保険やサービスが充実、ANAマイルに交換可能なワールドプレゼントポイント、年会費は初年度無料、次年度以降も条件クリアで割引
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","京葉銀VISAカード","<ENTER_ISSUER>","海外旅行保険やサービスが充実、京葉銀カード発行のスタンダードなカードです。","0.50%～1.00%","","1.739068546139E12"
"","
                    カード名: スギグループNICOSカード
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 0.40%～1.00%
                    特徴: わいわいプレゼントとスギポイントが貯まる、保険適用外治療が5％引きで受けられる、最高2,000万円の海外旅行傷害保険が付帯
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","スギグループNICOSカード","<ENTER_ISSUER>","わいわいプレゼントとスギポイントがダブルで貯まるカードです。","0.40%～1.00%","","1.73906854614E12"
"","
                    カード名: 三菱地所グループCARD レジデンスクラブ 一般カード
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 1.00%～2.00%
                    特徴: 提携施設の利用で三菱地所グループポイントが貯まる、会員限定の優待特典が満載、海外旅行保険とショッピング保険が付帯
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","三菱地所グループCARD レジデンスクラブ 一般カード","<ENTER_ISSUER>","マンション管理費の支払いでもポイントが貯まるレジデンスクラブ会員限定カードです。","1.00%～2.00%","","1.739068546141E12"
"","
                    カード名: JRA NICOS カード
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 0.50%
                    特徴: スマートフォンやパソコンから競馬場指定席を予約できる、JRAカードポイントが貯まる、海外旅行保険とショッピング保険が付帯
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","JRA NICOS カード","<ENTER_ISSUER>","海外旅行傷害保険が付帯したJRAカードポイントが貯まるカードです。","0.50%","","1.739068546141E12"
"","
                    カード名: ソニーカードクラシック
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 0.50%～5.00%
                    特徴: ソニーストアで3％オフ、有料セミナー3％オフ、Vポイントが貯まります
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","ソニーカードクラシック","<ENTER_ISSUER>","ソニーストアでいつでも3％オフになるカードです。","0.50%～5.00%","","1.739068546142E12"
"","
                    カード名: 三井住友カード デビュープラス（学生）
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 1.00%～3.00%
                    特徴: 
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","三井住友カード デビュープラス（学生）","<ENTER_ISSUER>","2022年5月31日に新規のお申し込み受付を終了したカードです。","1.00%～3.00%","","1.739068546142E12"
"","
                    カード名: 東京ドームグループ TD ポイントプラスカード
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 1.00%～6.25%
                    特徴: 
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","東京ドームグループ TD ポイントプラスカード","<ENTER_ISSUER>","2024年10月31日に新規のお申し込み受付を終了したカードです。","1.00%～6.25%","","1.73906854945E12"
"","
                    カード名: 筑波大学カード 学生カード
                    年会費: 無料
                    ポイント還元率: 0.50%～1.00%
                    特徴: 最高2,500万円の海外・国内旅行傷害保険付き、協力店のサービスを優待価格で利用できる、母校を支援
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","筑波大学カード 学生カード","<ENTER_ISSUER>","筑波大学在学中は年会費が無料になるカードです。","0.50%～1.00%","","1.739068549452E12"
"","
                    カード名: 九州銀聯カード
                    年会費: 無料
                    ポイント還元率: 0.50%～1.00%
                    特徴: 店頭ショッピング専用カード、年会費が無料で選べるデザイン、ワールドプレゼントのポイントが貯まる
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","九州銀聯カード","<ENTER_ISSUER>","中国への出張や旅行時に活用できる銀聯ブランドのショッピング専用カードです。","0.50%～1.00%","","1.739068549452E12"
"","
                    カード名: 名鉄ミューズカード一般カード
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 1.00%～5.00%
                    特徴: 名鉄ミューズポイントが貯まる、名鉄百貨店で最大10％の優待割引を受けられる、manacaへのクレジットチャージが可能
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","名鉄ミューズカード一般カード","<ENTER_ISSUER>","名鉄ミューズポイントが常時1％貯まるカードです。","1.00%～5.00%","","1.739068549453E12"
"","
                    カード名: セディナカードクラシック
                    年会費: 1,100円
                    ポイント還元率: 0.50%～1.50%
                    特徴: 
                    ","<ENTER_AFFILIATE_LINK>","1,100円","Standard","セディナカードクラシック","<ENTER_ISSUER>","2023年9月25日に新規申込みが終了したカードです。","0.50%～1.50%","","1.739068549453E12"
"","
                    カード名: ENCHO CARD
                    年会費: 無料
                    ポイント還元率: 0.50%～1.00%
                    特徴: 
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","ENCHO CARD","<ENTER_ISSUER>","2022年12月5日に新規のお申し込み受付を終了したカードです。","0.50%～1.00%","","1.739068549454E12"
"","
                    カード名: miberryカード
                    年会費: 1,650円
                    ポイント還元率: 0.50%～1.50%
                    特徴: 
                    ","<ENTER_AFFILIATE_LINK>","1,650円","Standard","miberryカード","<ENTER_ISSUER>","2025年1月31日に新規のお申し込み受付を終了したカードです。","0.50%～1.50%","","1.739068549455E12"
"","
                    カード名: wellow card
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 0.50%～1.00%
                    特徴: マナカへのオートチャージが可能です、オートチャージの利用でもポイントが貯まります、「宇宙兄弟」のオリジナルイラストのカードフェイスが選べます
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","wellow card","<ENTER_ISSUER>","マナカのオートチャージに対応したクレジットカードです。","0.50%～1.00%","","1.739068549455E12"
